[2025-07-04 13:40:54,317] INFO] Starting fetch for api....]
[2025-07-04 13:41:00,467] INFO] Saved article to queue\3af15148-562e-4f87-b6a7-6a0e92ce7831.json]
[2025-07-04 13:41:00,467] INFO] Saved article to queue\802b087a-b55c-480d-bce5-085515e78310.json]
[2025-07-04 13:41:00,468] INFO] Saved article to queue\055ac5ff-478a-46c6-986f-4be4423925c3.json]
[2025-07-04 13:41:00,469] INFO] Saved article to queue\e79eb795-0be6-4edf-9af9-6c3809259514.json]
[2025-07-04 13:41:00,470] INFO] Saved article to queue\49e1a64c-e089-41a3-897b-280b00c56fb6.json]
[2025-07-04 13:41:00,470] INFO] Saved article to queue\97eb3210-36df-4a94-916c-3331dae62893.json]
[2025-07-04 13:41:00,471] INFO] Saved article to queue\0236428c-2a6b-4205-a0ed-da621c83eb28.json]
[2025-07-04 13:41:00,471] INFO] Saved article to queue\6525a87d-0b31-456d-b7e7-3fbada5085bc.json]
[2025-07-04 13:41:00,472] INFO] Saved article to queue\a691d33b-e5bb-4733-8f33-8a92138c69c5.json]
[2025-07-04 13:41:00,473] INFO] Saved article to queue\f78ddd06-3bbe-47f1-a537-45a01ca79a0c.json]
[2025-07-04 13:41:00,473] INFO] Saved article to queue\320e2051-c792-4453-b196-ef29d5ee8258.json]
[2025-07-04 13:41:00,474] INFO] Saved article to queue\0ebed579-7a2c-4dff-b5a1-e18929d89a46.json]
[2025-07-04 13:41:00,475] INFO] Saved article to queue\285c97ff-dc20-4c75-962f-e58a85c870dc.json]
[2025-07-04 13:41:00,475] INFO] Saved article to queue\1a77cebe-2d35-4ea1-a030-765e834a3a8f.json]
[2025-07-04 13:41:00,476] INFO] Saved article to queue\4cdb690e-24bb-44c8-bb59-21b5b99bf787.json]
[2025-07-04 13:41:00,476] INFO] Saved article to queue\28da1f3e-a286-4b52-ba66-c2c82408de4c.json]
[2025-07-04 13:41:00,477] INFO] Saved article to queue\b4edc54f-2bde-4677-9fa9-8c16953cd2c7.json]
[2025-07-04 13:41:00,477] INFO] Saved article to queue\a38b1439-8bdd-4844-8677-a04c3bd6131b.json]
[2025-07-04 13:41:00,478] INFO] Saved article to queue\b4e3fb2d-d56b-4fe5-b874-5ad1324cd90a.json]
[2025-07-04 13:41:00,479] INFO] Saved article to queue\af28ad4d-c3bd-4a6c-9ec5-7c051c62633d.json]
[2025-07-04 13:41:00,479] INFO] Saved article to queue\33da2253-bce7-4420-85cd-876f85f26e47.json]
[2025-07-04 13:41:00,480] INFO] Saved article to queue\3d916087-2575-46d4-8bf2-fdc01b3df81f.json]
[2025-07-04 13:41:00,481] INFO] Saved article to queue\dce6520e-5e14-4777-82bf-80891880e8c1.json]
[2025-07-04 13:41:00,481] INFO] Saved article to queue\d2faa685-a5ca-45d6-99ac-724fb9c0c69d.json]
[2025-07-04 13:41:00,482] INFO] Saved article to queue\b1e01f23-59cd-46de-820c-cb7a4c53a483.json]
[2025-07-04 13:41:00,483] INFO] Saved article to queue\6b7525e7-82bf-420b-9cf9-e8a715230ce7.json]
[2025-07-04 13:41:00,483] INFO] Saved article to queue\ba66ed72-c884-435a-811b-9a7d6bf3ec7b.json]
[2025-07-04 13:41:00,484] INFO] Saved article to queue\4c988109-a774-46e0-8ecd-c1e4b3457ace.json]
[2025-07-04 13:41:00,484] INFO] Saved article to queue\7bda980f-bae3-4211-8d0c-91e147c399ac.json]
[2025-07-04 13:41:00,485] INFO] Saved article to queue\aacb2960-f21c-4eca-9d7b-f77e7dc4bf76.json]
[2025-07-04 13:41:00,486] INFO] Saved article to queue\da687caa-3cdb-4144-b3c6-e33c69538bd7.json]
[2025-07-04 13:41:00,486] INFO] Saved article to queue\a60737db-c16b-4de3-a629-3e47bb61a056.json]
[2025-07-04 13:41:00,487] INFO] Saved article to queue\54a41318-e060-438b-b8d9-e9785185b319.json]
[2025-07-04 13:41:00,487] INFO] Saved article to queue\a4cacedc-5624-4137-973e-4673427ce190.json]
[2025-07-04 13:41:00,488] INFO] Saved article to queue\c9eb42bd-35c2-4fe5-ba66-2d796505106b.json]
[2025-07-04 13:41:00,489] INFO] Saved article to queue\dae2bed2-12c0-416a-b515-0d07e0ee92e5.json]
[2025-07-04 13:41:00,489] INFO] Saved article to queue\31e97a23-89e8-4d1e-bcd5-287c7dd091f4.json]
[2025-07-04 13:41:00,490] INFO] Saved article to queue\a2f0e97f-5f5e-4d2d-aecb-e20938688b75.json]
[2025-07-04 13:41:00,490] INFO] Saved article to queue\79e88427-89cc-4860-bebe-67b35642ce26.json]
[2025-07-04 13:41:00,491] INFO] Saved article to queue\d27039bf-ebcb-4cb2-ba75-647f1cf8e35c.json]
[2025-07-04 13:41:00,492] INFO] Saved article to queue\f443abd1-e411-42ac-9873-f08b24c3fae9.json]
[2025-07-04 13:41:00,492] INFO] Saved article to queue\75ee324d-ca98-473a-a3df-9f46501433aa.json]
[2025-07-04 13:41:00,493] INFO] Saved article to queue\d3e6aec6-bad9-4b06-9acc-536e0cdba0aa.json]
[2025-07-04 13:41:00,493] INFO] Saved article to queue\6ed6dca3-a168-42f4-8119-fe61024799e1.json]
[2025-07-04 13:41:00,494] INFO] Saved article to queue\13c98179-3b7e-4815-b388-f5f3f291ba2d.json]
[2025-07-04 13:41:00,495] INFO] Saved article to queue\4926327e-5af2-4225-b69e-a9d895a02cca.json]
[2025-07-04 13:41:00,496] INFO] Saved article to queue\c55d9055-465f-4b92-88e6-cb2e7463a790.json]
[2025-07-04 13:41:00,496] INFO] Saved article to queue\d5121150-30cb-4b82-b904-0785b19bd1cb.json]
[2025-07-04 13:41:00,497] INFO] Saved article to queue\6cdae6fa-c85b-4b24-a31b-f7e0c773e867.json]
[2025-07-04 13:41:00,498] INFO] Saved article to queue\758a9e75-ce2c-4ea1-b0e3-20a48e2235de.json]
[2025-07-04 13:41:00,498] INFO] Saved article to queue\b346bfb9-980e-41d0-bc2b-6ae7914b0abb.json]
[2025-07-04 13:41:00,499] INFO] Saved article to queue\2b5792c8-9234-4d5e-8893-f2a3a437db89.json]
[2025-07-04 13:41:00,499] INFO] Saved article to queue\666855fb-9fb7-415f-a472-de92c5384b38.json]
[2025-07-04 13:41:00,500] INFO] Saved article to queue\171f3ded-8b0d-490e-8a51-352cc22935b1.json]
[2025-07-04 13:41:00,500] INFO] Saved article to queue\19969652-b91e-4377-a604-129efc1afbb6.json]
[2025-07-04 13:41:00,501] INFO] Saved article to queue\48f4ade6-4283-4cd5-9755-dcaedfdec8a8.json]
[2025-07-04 13:41:00,502] INFO] Saved article to queue\b6040c5d-d897-4bac-a6d7-f419c789a8c2.json]
[2025-07-04 13:41:00,502] INFO] Saved article to queue\cf342510-a49b-4033-bd4f-80137e4a985c.json]
[2025-07-04 13:41:00,503] INFO] Saved article to queue\d9ae98ee-384f-49e7-8514-d248652d9ab4.json]
[2025-07-04 13:41:00,503] INFO] Saved article to queue\b31e5e7d-6d66-46fc-8055-c4b2418c6f85.json]
[2025-07-04 13:41:00,504] INFO] Saved article to queue\9a83b0c6-245e-4d73-b0c7-9ce67c2f64c4.json]
[2025-07-04 13:41:00,504] INFO] Saved article to queue\0781761b-1071-4a8f-911f-5b39e41c4156.json]
[2025-07-04 13:41:00,505] INFO] Saved article to queue\d379046a-2d61-4cf1-8142-f703bbde6cd3.json]
[2025-07-04 13:41:00,506] INFO] Saved article to queue\91f5857a-01a9-42ae-a09c-0ca3985321b1.json]
[2025-07-04 13:41:00,506] INFO] Saved article to queue\96266b28-e75d-429f-a909-7eeaf5c403c4.json]
[2025-07-04 13:41:00,507] INFO] Saved article to queue\4a3bc945-1468-4f9f-9357-78ea98e17e2b.json]
[2025-07-04 13:41:00,508] INFO] Saved article to queue\407c2a5a-579d-4e7d-b47e-c81d5f85131e.json]
[2025-07-04 13:41:00,508] INFO] Saved article to queue\e9dc4c60-ecc1-4ea3-9297-b9b45607ef2d.json]
[2025-07-04 13:41:00,509] INFO] Saved article to queue\6381a868-b768-4b35-bb3a-174288194f60.json]
[2025-07-04 13:41:00,509] INFO] Saved article to queue\95301fe4-a120-408c-af49-d8db1f997882.json]
[2025-07-04 13:41:00,510] INFO] Saved article to queue\b58f40e5-4b06-4a81-8b9c-c40ca179fcf9.json]
[2025-07-04 13:41:00,510] INFO] Saved article to queue\ef4b77ca-8a2e-4e9d-8931-6f148213157b.json]
[2025-07-04 13:41:00,511] INFO] Saved article to queue\3ea8b067-23d0-43bd-9730-12bb249aab4d.json]
[2025-07-04 13:41:00,512] INFO] Saved article to queue\402ebae6-d583-45f7-9a4f-5024d7e392d0.json]
[2025-07-04 13:41:00,513] INFO] Saved article to queue\d14abeb2-93f2-4c31-a0a8-23b8b51df9ab.json]
[2025-07-04 13:41:00,513] INFO] Saved article to queue\ee833de0-cc4b-457b-b59d-3fb4cffc2623.json]
[2025-07-04 13:41:00,514] INFO] Saved article to queue\8c79e219-7769-4208-b2ae-5a255b1af323.json]
[2025-07-04 13:41:00,514] INFO] Saved article to queue\0c84f2d5-2051-4c57-819e-11aecea3a3ec.json]
[2025-07-04 13:41:00,515] INFO] Saved article to queue\2b6b6205-5ffe-4dad-b080-c38803a722e1.json]
[2025-07-04 13:41:00,516] INFO] Saved article to queue\e8e8c991-1471-4309-a826-e57f1fd24eb8.json]
[2025-07-04 13:41:00,516] INFO] Saved article to queue\480e254d-6d26-4d64-97f0-bae1e48ec77c.json]
[2025-07-04 13:41:00,517] INFO] Saved article to queue\40e47b4e-776c-4ef4-b961-762383be8a66.json]
[2025-07-04 13:41:00,517] INFO] Saved article to queue\3fd692ad-fafb-4b30-b21f-b97df980804e.json]
[2025-07-04 13:41:00,518] INFO] Saved article to queue\fd16e6c7-a81c-45fb-9a92-4aed83862879.json]
[2025-07-04 13:41:00,518] INFO] Saved article to queue\8ff9464c-16cd-4b8d-8c75-87bafb12d0d6.json]
[2025-07-04 13:41:00,519] INFO] Saved article to queue\a54ac269-aad3-451e-8d4d-ee8e21e38bc1.json]
[2025-07-04 13:41:00,520] INFO] Saved article to queue\89347795-3e55-453f-b044-9453cd2fdb20.json]
[2025-07-04 13:41:00,520] INFO] Saved article to queue\c54fc98c-76a0-45d2-87d9-87d08b4bf9fe.json]
[2025-07-04 13:41:00,521] INFO] Saved article to queue\3fff58ed-3f6d-449e-b32f-82b27e4083a2.json]
[2025-07-04 13:41:00,522] INFO] Saved article to queue\e7ec2b83-17e9-4215-8928-586f7c0954cb.json]
[2025-07-04 13:41:00,522] INFO] Saved article to queue\1d060fe1-b49a-4879-9ea8-0dfa3944b49e.json]
[2025-07-04 13:41:00,523] INFO] Saved article to queue\85a40e91-5086-47c0-97a4-d43a561d75eb.json]
[2025-07-04 13:41:00,523] INFO] Saved article to queue\36d85815-9b48-4f47-9076-50d400cd7113.json]
[2025-07-04 13:41:00,524] INFO] Saved article to queue\3bcc295b-1157-4e6e-bbc6-13d473eda3c5.json]
[2025-07-04 13:41:00,524] INFO] Saved article to queue\f191c871-d5e1-47a5-83bf-4f2ac63425ef.json]
[2025-07-04 13:41:00,525] INFO] Saved article to queue\7ccd1c54-aba0-42c5-9ee3-d120d730bc49.json]
[2025-07-04 13:41:00,525] INFO] Saved article to queue\27f4352b-0177-447a-abfe-62e43c87a3ce.json]
[2025-07-04 13:41:00,526] INFO] Saved article to queue\89bddf58-eb47-47f8-99a9-01da7814311c.json]
[2025-07-04 13:41:00,527] INFO] Saved article to queue\d1b0bbf4-34d2-41b8-9291-00906374c7ea.json]
[2025-07-04 13:41:00,528] INFO] Saved article to queue\1555eb49-3f9c-4137-8e03-a653c2f882ad.json]
[2025-07-04 13:41:00,529] INFO] Saved article to queue\8fc73e58-a2bb-4c87-bd77-1b674ff8b3d1.json]
[2025-07-04 13:41:00,529] INFO] Saved article to queue\a6e4461f-bcdd-42fd-af1e-f17570608126.json]
[2025-07-04 13:41:00,530] INFO] Saved article to queue\0850dd9c-a146-4ad8-bb44-fa0b91f9eaa1.json]
[2025-07-04 13:41:00,530] INFO] Saved article to queue\b5318869-cdfc-438b-8f13-0333601c42a9.json]
[2025-07-04 13:41:00,531] INFO] Saved article to queue\ebe66086-96a2-4405-803f-e4a2388dc602.json]
[2025-07-04 13:41:00,532] INFO] Saved article to queue\deddfedb-c679-4f41-9a10-0797e6bac290.json]
[2025-07-04 13:41:00,532] INFO] Saved article to queue\395bbdb9-9aba-45e8-accd-66c0612ab919.json]
[2025-07-04 13:41:00,533] INFO] Saved article to queue\2ae806ae-6d8a-4d44-8ecf-6c8c027d072c.json]
[2025-07-04 13:41:00,534] INFO] Saved article to queue\620f7ccd-dc51-4558-8f5b-6fc5876ae0af.json]
[2025-07-04 13:41:00,534] INFO] Saved article to queue\0340eeb2-f376-4039-aa1e-818dd1e4919e.json]
[2025-07-04 13:41:00,535] INFO] Saved article to queue\93292545-7926-4062-a9ab-4b383c1fe658.json]
[2025-07-04 13:41:00,535] INFO] Saved article to queue\0917bdce-9c7e-438e-af6c-c3766f18ae52.json]
[2025-07-04 13:41:00,536] INFO] Saved article to queue\967a2ffe-1ff0-4312-8846-e4a4acd69f7e.json]
[2025-07-04 13:41:00,536] INFO] Saved article to queue\06077bff-7d7f-4b2c-bc1f-8cf24e258064.json]
[2025-07-04 13:41:00,537] INFO] Saved article to queue\fb481064-273a-4d10-a8f1-ee2e97cb0095.json]
[2025-07-04 13:41:00,538] INFO] Saved article to queue\4faee5c6-9e44-42cd-afc1-35fe06ce5c61.json]
[2025-07-04 13:41:00,538] INFO] Saved article to queue\d46d43ac-e327-4a5e-a865-c891c5bbcbcf.json]
[2025-07-04 13:41:00,539] INFO] Saved article to queue\6c3223ba-2044-4891-93fd-b28bbab46c32.json]
[2025-07-04 13:41:00,539] INFO] Saved article to queue\22f29696-50b9-4118-b1c6-2bdb555e8cd7.json]
[2025-07-04 13:41:00,540] INFO] Saved article to queue\04ddd0bd-a0a8-4e0f-9eb5-78cad9133527.json]
[2025-07-04 13:41:00,540] INFO] Saved article to queue\817ba2d8-0dc9-473a-b4cf-defc98653b7e.json]
[2025-07-04 13:41:00,541] INFO] Saved article to queue\915f9e1f-bf3d-4e7f-99f8-5ceef91f1946.json]
[2025-07-04 13:41:00,542] INFO] Saved article to queue\7af21d92-1b01-4a0c-bdbf-10d7ac96727d.json]
[2025-07-04 13:41:00,542] INFO] Saved article to queue\3c0f1d7a-2cd9-40a3-9cb7-7f35c391d1e1.json]
[2025-07-04 13:41:00,543] INFO] Saved article to queue\ab867624-38ab-4785-9e0c-d5281cbedc15.json]
[2025-07-04 13:41:00,544] INFO] Saved article to queue\1754cc01-e521-4041-9528-173f11a936d6.json]
[2025-07-04 13:41:00,545] INFO] Saved article to queue\c25fe8bd-be47-4bfb-a8c6-02aeaa48ce5b.json]
[2025-07-04 13:41:00,545] INFO] Saved article to queue\f1e190d5-8687-46d8-ae90-4bf4eaa38ed4.json]
[2025-07-04 13:41:00,546] INFO] Saved article to queue\f3735c8e-52ab-4f5f-8653-4cf96ee22442.json]
[2025-07-04 13:41:00,546] INFO] Saved article to queue\ea54cb40-8363-44b8-84e2-2cc193bac23a.json]
[2025-07-04 13:41:00,547] INFO] Saved article to queue\de5b9f66-897f-464f-888e-b550fbfc90ba.json]
[2025-07-04 13:41:00,548] INFO] Saved article to queue\804b9fe3-6ff9-47f2-afa2-58a9d6b70fe7.json]
[2025-07-04 13:41:00,548] INFO] Saved article to queue\75eeafe4-2e24-4cd8-835a-e914c237d39c.json]
[2025-07-04 13:41:00,549] INFO] Saved article to queue\2ef375b2-c28e-4dc0-ba58-78024133421e.json]
[2025-07-04 13:41:00,550] INFO] Saved article to queue\eedadd8d-a912-4bc8-94bc-e7fdf0a2d717.json]
[2025-07-04 13:41:00,550] INFO] Saved article to queue\087066c2-701c-428c-bda9-b4a8c00d0467.json]
[2025-07-04 13:41:00,551] INFO] Saved article to queue\099396c8-f157-44a4-b95a-5bbf3fb3ad17.json]
[2025-07-04 13:41:00,551] INFO] Saved article to queue\6dd83490-afa5-4d83-93ef-4b2a27d97b58.json]
[2025-07-04 13:41:00,552] INFO] Saved article to queue\ecb9809c-09fb-40ae-9fbe-823a8513b747.json]
[2025-07-04 13:41:00,552] INFO] Saved article to queue\a3e055a8-f85b-483a-acd3-03d89fcf85c6.json]
[2025-07-04 13:41:00,553] INFO] Saved article to queue\7d983356-1f70-453b-9470-ccd44a6b2876.json]
[2025-07-04 13:41:00,554] INFO] Saved article to queue\eb746fad-f883-48ac-8aa5-b66e8c2bb17e.json]
[2025-07-04 13:41:00,555] INFO] Saved article to queue\352de679-da13-4148-9381-5b566cc3d772.json]
[2025-07-04 13:41:00,556] INFO] Saved article to queue\538f8db0-5997-45bb-a150-53457e2a5b68.json]
[2025-07-04 13:41:00,556] INFO] Saved article to queue\654ecfa8-d044-405f-a23b-c3b32712e18e.json]
[2025-07-04 13:41:00,557] INFO] Saved article to queue\96c8a2c9-21fa-4903-a442-f3effd77c201.json]
[2025-07-04 13:41:00,557] INFO] Saved article to queue\a383ceae-34e2-48d4-a5bd-743f6e8ccb40.json]
[2025-07-04 13:41:00,558] INFO] Saved article to queue\af65e5d0-db33-490a-a39c-f69c6786b7e7.json]
[2025-07-04 13:41:00,558] INFO] Saved article to queue\5287ca6f-b232-4b23-9cb2-0045256b5737.json]
[2025-07-04 13:41:00,559] INFO] Saved article to queue\844fc2f5-b495-459f-9259-bb7d1405a153.json]
[2025-07-04 13:41:00,560] INFO] Saved article to queue\a5939280-406f-4205-ad9d-7f89ad0a6874.json]
[2025-07-04 13:41:00,560] INFO] Saved article to queue\3805a0f0-8874-41b5-834a-61718ff1c428.json]
[2025-07-04 13:41:00,561] INFO] Saved article to queue\3399c0f2-d095-4912-8cce-2c2999ddae7b.json]
[2025-07-04 13:41:00,561] INFO] Saved article to queue\2f6db1bb-80cc-472c-b9c6-764788c04c02.json]
[2025-07-04 13:41:00,562] INFO] Saved article to queue\47b2e460-b875-47da-8f96-daa2fe42c5b9.json]
[2025-07-04 13:41:00,562] INFO] Saved article to queue\0e53b58b-e7a0-4b62-b4ac-29ec10bd4e66.json]
[2025-07-04 13:41:00,563] INFO] Saved article to queue\c80a8c87-805f-4947-a888-605ed1e6edf4.json]
[2025-07-04 13:41:00,564] INFO] Saved article to queue\15dfcf3e-04ba-4cec-a556-0a6e7b4048f0.json]
[2025-07-04 13:41:00,564] INFO] Saved article to queue\f0f6dd26-827a-4935-b10d-cac553edba21.json]
[2025-07-04 13:41:00,565] INFO] Saved article to queue\04ed7e8c-f5cc-4221-bdec-35fdab0c75e0.json]
[2025-07-04 13:41:00,566] INFO] Saved article to queue\fa63e658-10b7-4c1c-b96f-837910f9d4e5.json]
[2025-07-04 13:41:00,566] INFO] Saved article to queue\041f8957-ad62-4381-ac1c-0f8cf9f3379a.json]
[2025-07-04 13:41:00,567] INFO] Saved article to queue\81526341-0f11-44bf-8f42-b390680a0fd9.json]
[2025-07-04 13:41:00,567] INFO] Saved article to queue\5f8b88ab-7569-43e1-a4f2-58517ecd7dcf.json]
[2025-07-04 13:41:00,568] INFO] Saved article to queue\feb2cde2-eb15-491b-a575-ba330ee15ae8.json]
[2025-07-04 13:41:00,569] INFO] Saved article to queue\9919f908-9af7-4074-9058-c6cf58036c50.json]
[2025-07-04 13:41:00,569] INFO] Saved article to queue\5f1be131-ac40-4a52-a712-c065f2a9620e.json]
[2025-07-04 13:41:00,570] INFO] Saved article to queue\c92f6b41-3d3a-4c66-ab04-28180de2fdde.json]
[2025-07-04 13:41:00,570] INFO] Saved article to queue\f82524e8-ae39-46bb-a261-b493bef3840e.json]
[2025-07-04 13:41:00,571] INFO] Saved article to queue\895daa89-64e9-4fa5-8a44-56b726abab02.json]
[2025-07-04 13:41:00,572] INFO] Saved article to queue\ce382658-f46d-4674-ad5f-a4c99df0c3ac.json]
[2025-07-04 13:41:00,573] INFO] Saved article to queue\039df535-e398-4404-be89-b655c4576f04.json]
[2025-07-04 13:41:00,573] INFO] Saved article to queue\981ad0fe-9c08-4acf-a61b-a59efb44db50.json]
[2025-07-04 13:41:00,574] INFO] Saved article to queue\babc234a-94d6-471f-84a6-e4126d1ba12c.json]
[2025-07-04 13:41:00,575] INFO] Saved article to queue\33a2b965-28eb-4651-b5f9-a2bf46944ed0.json]
[2025-07-04 13:41:00,579] INFO] Saved article to queue\e71a545c-07a7-47ab-99ad-abf6b98ad2b9.json]
[2025-07-04 13:41:00,580] INFO] Saved article to queue\6efbc110-726c-4105-8f64-0b4e0cfb9c9a.json]
[2025-07-04 13:41:00,581] INFO] Saved article to queue\7212e07b-d9b2-470e-a38a-97381f8fc86e.json]
[2025-07-04 13:41:00,581] INFO] Saved article to queue\9edf8c0a-e62d-4663-8ad6-1e6392613fb7.json]
[2025-07-04 13:41:00,582] INFO] Saved article to queue\09abf528-36d6-4704-b6ae-dd4d58321aee.json]
[2025-07-04 13:41:00,582] INFO] Saved article to queue\d0a603ab-9fc5-4b1a-90ac-202644feea9d.json]
[2025-07-04 13:41:00,583] INFO] Saved article to queue\800fae54-31f2-40df-9eec-770d7ce89dd3.json]
[2025-07-04 13:41:00,584] INFO] Saved article to queue\ed67ce9c-d9a7-4726-ab6b-b81eb98ca42e.json]
[2025-07-04 13:41:00,584] INFO] Saved article to queue\8947df62-dff7-4007-85ea-b6f7b255dfda.json]
[2025-07-04 13:41:00,585] INFO] Saved article to queue\e16ac5c7-2ad5-4141-944e-1cc1068f6304.json]
[2025-07-04 13:41:00,585] INFO] Saved article to queue\eeb98e8a-ac9a-4380-b401-2d75bf321c79.json]
[2025-07-04 13:41:00,586] INFO] Saved article to queue\7407f098-eb8c-4835-a119-5ce6a6dbe374.json]
[2025-07-04 13:41:00,587] INFO] Saved article to queue\359799d3-9829-4578-b568-aa238aa201b1.json]
[2025-07-04 13:41:00,587] INFO] Saved article to queue\f4cc293b-0087-4f89-bf4c-c672618c1649.json]
[2025-07-04 13:41:00,588] INFO] Saved article to queue\9edfbff5-a28e-47cc-8b2a-052314aee8a0.json]
[2025-07-04 13:41:00,588] INFO] Saved article to queue\1f426d1c-94ae-4378-805c-770a8983950f.json]
[2025-07-04 13:41:00,589] INFO] Saved article to queue\b9d5dc43-53a0-4aaa-8b8e-80e00b8313db.json]
[2025-07-04 13:41:00,590] INFO] Saved article to queue\cf751afd-b355-4b23-8380-b170eca038ce.json]
[2025-07-04 13:41:00,590] INFO] Saved article to queue\523de8dc-cfb1-4ade-be2f-057c9ec54afa.json]
[2025-07-04 13:41:00,591] INFO] Saved article to queue\7daf0a06-25b2-4e1c-99e8-4857b17533b3.json]
[2025-07-04 13:41:00,592] INFO] Saved article to queue\c594550f-1530-4d06-85b0-838273d93bd6.json]
[2025-07-04 13:41:00,592] INFO] Saved article to queue\4a7d893f-3ad4-4b35-ad25-f587755dded5.json]
[2025-07-04 13:41:00,593] INFO] Saved article to queue\5465475e-879d-48c5-857a-c334eb2ef553.json]
