[2025-07-02 12:06:23,759] INFO] Starting fetch for api....]
[2025-07-02 12:06:28,348] INFO] Saved article to queue\fd541663-b862-4a21-ae42-29a75af52127.json]
[2025-07-02 12:06:28,348] INFO] Saved article to queue\47283475-309b-423f-b248-d7eb98627114.json]
[2025-07-02 12:06:28,349] INFO] Saved article to queue\556abca4-bd6d-4698-88e5-6d4a69d2f7b2.json]
[2025-07-02 12:06:28,351] INFO] Saved article to queue\7caa4802-2bd7-4dee-8076-8ac27bd39eca.json]
[2025-07-02 12:06:28,351] INFO] Saved article to queue\0ac3fefd-9dc5-43e0-9e8a-1da57d9cb0aa.json]
[2025-07-02 12:06:28,352] INFO] Saved article to queue\e8f41c7d-7776-4c41-8048-e04382411e83.json]
[2025-07-02 12:06:28,353] INFO] Saved article to queue\64af45a5-6dc1-4de6-9c2d-2743e483da6f.json]
[2025-07-02 12:06:28,353] INFO] Saved article to queue\b82e24d9-8b6a-48aa-8b7b-e60295eada8e.json]
[2025-07-02 12:06:28,354] INFO] Saved article to queue\61d752ea-df76-402c-9cb9-1822ae533285.json]
[2025-07-02 12:06:28,355] INFO] Saved article to queue\85de6610-5fe4-492b-80b3-8b921daf6ef2.json]
[2025-07-02 12:06:28,356] INFO] Saved article to queue\62e01869-a20d-4d38-b626-4b263cfd340b.json]
[2025-07-02 12:06:28,357] INFO] Saved article to queue\5e424ba4-9d41-44d6-b791-f0cd44b877c8.json]
[2025-07-02 12:06:28,357] INFO] Saved article to queue\4582f25d-b9be-4cb3-a77f-f1c88b3858dc.json]
[2025-07-02 12:06:28,358] INFO] Saved article to queue\69d3f3c4-3a6e-4a7e-9404-adb2c73841bb.json]
[2025-07-02 12:06:28,359] INFO] Saved article to queue\35e3e4fe-509f-4eb3-9e2e-c50978288b99.json]
[2025-07-02 12:06:28,359] INFO] Saved article to queue\a1b4f5b1-1f1b-4aba-82d3-f9a47d1c42d6.json]
[2025-07-02 12:06:28,360] INFO] Saved article to queue\41e804c9-2015-4246-9f89-1cdf9e3e16a3.json]
[2025-07-02 12:06:28,361] INFO] Saved article to queue\56a26a84-c63d-4975-b796-d8a9747844d5.json]
[2025-07-02 12:06:28,362] INFO] Saved article to queue\b99dcfa6-a64c-45aa-9803-6349a5d41d3b.json]
[2025-07-02 12:06:28,362] INFO] Saved article to queue\fd0cd59d-1ccd-4b93-b08a-23240f7f1e21.json]
[2025-07-02 12:06:28,363] INFO] Saved article to queue\a025c819-f88a-4556-a5c9-417c299729cc.json]
[2025-07-02 12:06:28,364] INFO] Saved article to queue\74ee9dc1-7f4d-4a94-95c3-40e6c117d1c8.json]
[2025-07-02 12:06:28,364] INFO] Saved article to queue\10993f8e-6859-4fbd-983c-50f3f915e8fe.json]
[2025-07-02 12:06:28,365] INFO] Saved article to queue\6b4910c4-861c-4044-8388-e47da7b69279.json]
[2025-07-02 12:06:28,366] INFO] Saved article to queue\b015e3ea-6952-4a5c-b6c4-54364beb0ae7.json]
[2025-07-02 12:06:28,366] INFO] Saved article to queue\0905837a-ab14-4113-a71e-f5b80f97ede8.json]
[2025-07-02 12:06:28,367] INFO] Saved article to queue\87bd9288-5828-453f-b13a-386c39518ec5.json]
[2025-07-02 12:06:28,367] INFO] Saved article to queue\1a915660-318e-4b7e-82fb-b30fb1d1fb00.json]
[2025-07-02 12:06:28,368] INFO] Saved article to queue\be25c749-37c1-451d-b0bc-a74244dfd9e8.json]
[2025-07-02 12:06:28,369] INFO] Saved article to queue\5815e8c1-2753-4b2c-ba67-7c0abf3787d7.json]
[2025-07-02 12:06:28,370] INFO] Saved article to queue\70c1535f-6233-48cb-a427-7311a73c6d7b.json]
[2025-07-02 12:06:28,370] INFO] Saved article to queue\bcc7f0e2-79e4-43fe-8373-95e3d81c080c.json]
[2025-07-02 12:06:28,371] INFO] Saved article to queue\6847f7bf-5634-4b41-a729-403d15acd75d.json]
[2025-07-02 12:06:28,372] INFO] Saved article to queue\b49aefd0-6c9e-42f1-8995-79765e03a669.json]
[2025-07-02 12:06:28,373] INFO] Saved article to queue\2b84932c-0f35-4f3b-8d62-5aaf9504157b.json]
[2025-07-02 12:06:28,373] INFO] Saved article to queue\ebd3575a-8d7f-4ef4-950f-df231111ebee.json]
[2025-07-02 12:06:28,374] INFO] Saved article to queue\e121557f-8679-4ff4-a2f9-94b5142070b5.json]
[2025-07-02 12:06:28,375] INFO] Saved article to queue\fcf18342-9221-44cc-9889-6c24fa6ce8ba.json]
[2025-07-02 12:06:28,375] INFO] Saved article to queue\4852daae-a18a-4f6b-b2ac-02dc97c61643.json]
[2025-07-02 12:06:28,376] INFO] Saved article to queue\f972326c-ef75-47d6-b981-cce34c93c194.json]
[2025-07-02 12:06:28,377] INFO] Saved article to queue\17e2e594-a011-4181-b680-e5d957ea3d0e.json]
[2025-07-02 12:06:28,377] INFO] Saved article to queue\67215c0e-ed38-4258-8250-f3a218496a1b.json]
[2025-07-02 12:06:28,378] INFO] Saved article to queue\2eff2de5-c466-4b1a-8627-2c02fd0c9994.json]
[2025-07-02 12:06:28,378] INFO] Saved article to queue\f1f2dd16-f353-45d0-b820-adc9b19483c6.json]
[2025-07-02 12:06:28,379] INFO] Saved article to queue\ede2edea-d75d-4252-a369-f342985649fd.json]
[2025-07-02 12:06:28,379] INFO] Saved article to queue\381df7ec-ceac-4186-9db3-22cb98cc294d.json]
[2025-07-02 12:06:28,380] INFO] Saved article to queue\4ac7015d-c8e5-41dd-91b4-51e2b7852662.json]
[2025-07-02 12:06:28,381] INFO] Saved article to queue\cd8f4ec1-ae24-4634-820a-4246b5ee1454.json]
[2025-07-02 12:06:28,382] INFO] Saved article to queue\8d88f9bd-0dbe-492b-af69-7473b6c715b1.json]
[2025-07-02 12:06:28,382] INFO] Saved article to queue\8cf99e27-f9a9-4e41-bb4c-b870b7eae254.json]
[2025-07-02 12:06:28,383] INFO] Saved article to queue\0dcd58ee-96db-4665-ba0d-83c8d4939f00.json]
[2025-07-02 12:06:28,384] INFO] Saved article to queue\11273e42-30e3-4bda-b3c8-290a951a828d.json]
[2025-07-02 12:06:28,384] INFO] Saved article to queue\6b04759d-9490-4a09-a8ce-a93285cd3423.json]
[2025-07-02 12:06:28,385] INFO] Saved article to queue\7f1ac74d-a7ed-4502-9515-9d52bff3f273.json]
[2025-07-02 12:06:28,385] INFO] Saved article to queue\e1ac60d5-5f08-4425-8442-cb6fd5b64cbb.json]
[2025-07-02 12:06:28,386] INFO] Saved article to queue\2db9fd4e-e13d-4b2e-84f9-c1e50c2f1c86.json]
[2025-07-02 12:06:28,387] INFO] Saved article to queue\ad3face2-aa8b-4d5d-ae7a-2f346b097502.json]
[2025-07-02 12:06:28,387] INFO] Saved article to queue\61c9b37d-a81e-4188-b24b-916680584bf7.json]
[2025-07-02 12:06:28,388] INFO] Saved article to queue\c87f2e11-506b-4c48-bb4a-a0de4612b98c.json]
[2025-07-02 12:06:28,389] INFO] Saved article to queue\c1db78cd-a9c7-4cb1-b1c7-ae61277f3371.json]
[2025-07-02 12:06:28,390] INFO] Saved article to queue\0cbb6a0d-bd2b-4ccd-a6ff-3e534c1f59e6.json]
[2025-07-02 12:06:28,391] INFO] Saved article to queue\c7582d86-a49b-49be-b9cf-6ad18465a98d.json]
[2025-07-02 12:06:28,391] INFO] Saved article to queue\741e86e4-2968-4e52-b431-3083792c2082.json]
[2025-07-02 12:06:28,392] INFO] Saved article to queue\ec417474-ed8e-4c4b-bef0-3331a588f476.json]
[2025-07-02 12:06:28,393] INFO] Saved article to queue\a5b9f642-333f-4a7e-8f6b-f699dfc79d1f.json]
[2025-07-02 12:06:28,393] INFO] Saved article to queue\d3535372-d7ba-4e1a-b8e9-f0a324c334f2.json]
[2025-07-02 12:06:28,394] INFO] Saved article to queue\9bcdc174-c1eb-4f53-8af3-d2aa383181a3.json]
[2025-07-02 12:06:28,394] INFO] Saved article to queue\68a2d136-e8b2-43c6-8969-4858970f5cf8.json]
[2025-07-02 12:06:28,395] INFO] Saved article to queue\c3fe8c5c-9d91-4021-a946-6bfcee7e5e12.json]
[2025-07-02 12:06:28,396] INFO] Saved article to queue\76b3f553-2116-4faa-a5da-971cfa945e5d.json]
[2025-07-02 12:06:28,396] INFO] Saved article to queue\f58e6f0c-9ef6-4878-b7aa-c57c20cbee6d.json]
[2025-07-02 12:06:28,397] INFO] Saved article to queue\913ca7b1-7a5f-4759-8a7b-66b0bebf52ed.json]
[2025-07-02 12:06:28,398] INFO] Saved article to queue\72615991-680b-492e-b9ac-bf86817dd351.json]
[2025-07-02 12:06:28,399] INFO] Saved article to queue\f6d21151-04f5-4b0c-89e7-09069b440b12.json]
[2025-07-02 12:06:28,399] INFO] Saved article to queue\2a3ad27f-b121-4f19-8403-6de800f942cc.json]
[2025-07-02 12:06:28,400] INFO] Saved article to queue\232e317c-f91c-4380-a249-e15073957f03.json]
[2025-07-02 12:06:28,400] INFO] Saved article to queue\4d01f9d6-60c3-42f2-a05e-c2dd02868d9c.json]
[2025-07-02 12:06:28,401] INFO] Saved article to queue\745f137e-5f9b-4bf9-9f4c-635f412dddbd.json]
[2025-07-02 12:06:28,401] INFO] Saved article to queue\685d3723-af98-49cb-bb4d-5c4b8939deed.json]
[2025-07-02 12:06:28,402] INFO] Saved article to queue\03b982bc-8eda-4e4d-a1fb-f8b0f8e126f6.json]
[2025-07-02 12:06:28,402] INFO] Saved article to queue\a087c0f9-0db4-4ec0-8844-19967c15ce77.json]
[2025-07-02 12:06:28,403] INFO] Saved article to queue\28b61977-7ed9-4b46-924e-3e3232560aad.json]
[2025-07-02 12:06:28,404] INFO] Saved article to queue\8f9bbcbc-2973-482d-b303-0a9260ba9143.json]
[2025-07-02 12:06:28,404] INFO] Saved article to queue\4c4a99ef-4ce7-4e0a-982a-0888967cd228.json]
[2025-07-02 12:06:28,405] INFO] Saved article to queue\04f4adc7-7bc0-495c-b07f-c41a8e575c44.json]
[2025-07-02 12:06:28,406] INFO] Saved article to queue\0a144717-7e20-49c7-a1db-305f5aa02dcc.json]
[2025-07-02 12:06:28,406] INFO] Saved article to queue\b7b6006f-34af-4ef4-bd13-3f42ad342b89.json]
[2025-07-02 12:06:28,407] INFO] Saved article to queue\c5d345db-a291-4879-b8bc-f3dc29010d60.json]
[2025-07-02 12:06:28,408] INFO] Saved article to queue\0ad58b90-48c9-415e-927c-e67ad6a78192.json]
[2025-07-02 12:06:28,409] INFO] Saved article to queue\32d4a32c-5633-4a5b-a9b1-ac5645fe3223.json]
[2025-07-02 12:06:28,409] INFO] Saved article to queue\f5b61d93-651b-4413-9649-096232eb0cfb.json]
[2025-07-02 12:06:28,410] INFO] Saved article to queue\fb710f68-7c80-4a00-820f-245a8af78d62.json]
[2025-07-02 12:06:28,411] INFO] Saved article to queue\e7240255-bd91-4e63-9a69-1f6b1ba322bf.json]
[2025-07-02 12:06:28,411] INFO] Saved article to queue\105221ff-bcba-4f3b-b40c-a9a773a2b8ff.json]
[2025-07-02 12:06:28,411] INFO] Saved article to queue\326ea2d6-0a8b-4647-8926-bbae2b2d8240.json]
[2025-07-02 12:06:28,412] INFO] Saved article to queue\d40e5d5e-83b1-4461-b912-f6b66554bb5c.json]
[2025-07-02 12:06:28,413] INFO] Saved article to queue\0f587eaf-7b81-4317-9536-8dc6e5c0a488.json]
[2025-07-02 12:06:28,413] INFO] Saved article to queue\e79d2904-a302-42a0-bc73-4a32cdc45964.json]
[2025-07-02 12:06:28,414] INFO] Saved article to queue\be71bb25-f4a5-435f-a57e-6f05aaad60e0.json]
[2025-07-02 12:06:28,415] INFO] Saved article to queue\b6a07801-da48-424f-b971-3c5274488736.json]
[2025-07-02 12:06:28,416] INFO] Saved article to queue\bb8f27d5-5c67-4608-bbac-6c9322287fa0.json]
[2025-07-02 12:06:28,416] INFO] Saved article to queue\be349951-e4aa-4327-a2e1-47fd4a5835f7.json]
[2025-07-02 12:06:28,417] INFO] Saved article to queue\2a939e4a-c120-4aa1-8af0-d0ad322baad2.json]
[2025-07-02 12:06:28,418] INFO] Saved article to queue\598c7afc-ce44-4caa-a19d-f9c580a125ef.json]
[2025-07-02 12:06:28,418] INFO] Saved article to queue\618b094f-1495-47a2-91ee-531b11b196d1.json]
[2025-07-02 12:06:28,419] INFO] Saved article to queue\0c7c8524-a38d-4916-aa6c-53f21a30cb18.json]
[2025-07-02 12:06:28,419] INFO] Saved article to queue\6035b91d-8961-41b0-a46c-47ef31048e8c.json]
[2025-07-02 12:06:28,421] INFO] Saved article to queue\5443c524-31f5-43c0-a3ae-76dd26b014b6.json]
[2025-07-02 12:06:28,421] INFO] Saved article to queue\42989ed0-c078-433e-b109-e31a2e1aa1f0.json]
[2025-07-02 12:06:28,422] INFO] Saved article to queue\4eed4e9f-5d0d-4862-b579-a785edd0b96d.json]
[2025-07-02 12:06:28,422] INFO] Saved article to queue\dadb2bf2-e7f3-433f-a800-4f9717885685.json]
[2025-07-02 12:06:28,423] INFO] Saved article to queue\27997f72-7693-44d8-9486-4fbfd481d580.json]
[2025-07-02 12:06:28,423] INFO] Saved article to queue\e8034b78-d9c5-4d05-8a86-e893c157b00b.json]
[2025-07-02 12:06:28,424] INFO] Saved article to queue\01803d7d-9546-46fe-baf4-98f7b6c75d15.json]
[2025-07-02 12:06:28,425] INFO] Saved article to queue\8b6f04b3-1391-429e-b6e3-2277f9a07f68.json]
[2025-07-02 12:06:28,426] INFO] Saved article to queue\bce19ce1-5f01-4433-949a-8b18709b9c91.json]
[2025-07-02 12:06:28,426] INFO] Saved article to queue\8f50a8ae-f9bf-420b-946a-651002d7e4f6.json]
[2025-07-02 12:06:28,427] INFO] Saved article to queue\a4e504d0-8248-46a5-bf76-26ffca87d43f.json]
[2025-07-02 12:06:28,427] INFO] Saved article to queue\689f848d-a8b5-4766-869f-4570448665ab.json]
[2025-07-02 12:06:28,428] INFO] Saved article to queue\72c800f2-6f67-4895-bec8-7e791f7ecb21.json]
[2025-07-02 12:06:28,428] INFO] Saved article to queue\16bc4f95-fb63-48fd-af61-8cb02a65181b.json]
[2025-07-02 12:06:28,429] INFO] Saved article to queue\596807f4-2d07-4325-814d-7d639ebdce9f.json]
[2025-07-02 12:06:28,430] INFO] Saved article to queue\ff6bb2f5-61ec-4810-8391-cc0f0e2c5367.json]
[2025-07-02 12:06:28,431] INFO] Saved article to queue\dca6b9e2-7900-433c-9d0b-5e94546c5be8.json]
[2025-07-02 12:06:28,431] INFO] Saved article to queue\323bbf91-6b7f-4c93-bd36-bc558ae9c8e3.json]
[2025-07-02 12:06:28,432] INFO] Saved article to queue\a44edd86-ce18-44e2-ad1c-53af8c79031a.json]
[2025-07-02 12:06:28,432] INFO] Saved article to queue\25d03fc2-a41c-4b92-bfa3-b1e9c34031a8.json]
[2025-07-02 12:06:28,433] INFO] Saved article to queue\f3d8969f-bfd8-4650-a6f5-b617d028b319.json]
[2025-07-02 12:06:28,433] INFO] Saved article to queue\9dc919f8-e6bf-4e7b-b97c-4a5909e116c4.json]
[2025-07-02 12:06:28,434] INFO] Saved article to queue\3100dea4-27ed-4cfe-9c4f-87598b196362.json]
[2025-07-02 12:06:28,434] INFO] Saved article to queue\2da90e23-03aa-4fd5-bde9-c582c95aa6bf.json]
[2025-07-02 12:06:28,436] INFO] Saved article to queue\59d36d78-f599-40d0-9d0d-de6fde1613a6.json]
[2025-07-02 12:06:28,436] INFO] Saved article to queue\0a9b251e-12c1-45f9-81aa-aa1c129fc20f.json]
[2025-07-02 12:06:28,437] INFO] Saved article to queue\a0f58283-4c35-4594-8ff1-a49c5d3667ed.json]
[2025-07-02 12:06:28,438] INFO] Saved article to queue\006c6a7e-3958-469d-9730-e684f6431827.json]
[2025-07-02 12:06:28,438] INFO] Saved article to queue\99e5b528-134b-4140-b257-e54901b23370.json]
[2025-07-02 12:06:28,438] INFO] Saved article to queue\50b14c73-eb0f-4ba5-af5e-2c3495c3bb92.json]
[2025-07-02 12:06:28,439] INFO] Saved article to queue\5d41e30d-6a68-41d6-922b-4b594b7ee089.json]
[2025-07-02 12:06:28,439] INFO] Saved article to queue\2d7fd504-056e-4513-96c2-e4c25c5cd17a.json]
[2025-07-02 12:06:28,440] INFO] Saved article to queue\dcd73ca3-7a1b-470b-919f-c4d28bb834b1.json]
[2025-07-02 12:06:28,441] INFO] Saved article to queue\ed157936-8b92-4b36-be46-7322fc70bcc3.json]
[2025-07-02 12:06:28,442] INFO] Saved article to queue\dc848d4c-fc80-42f2-a865-80a859ee8488.json]
[2025-07-02 12:06:28,443] INFO] Saved article to queue\a681c627-aa68-45e4-8355-e97724814cc7.json]
[2025-07-02 12:06:28,443] INFO] Saved article to queue\7ca45904-9cce-4e5f-88c1-1250951a0bc4.json]
[2025-07-02 12:06:28,444] INFO] Saved article to queue\21550fa5-34c7-4224-afbe-6146655f24b6.json]
[2025-07-02 12:06:28,444] INFO] Saved article to queue\bebf80e6-421b-4510-93d0-c11e79843ce6.json]
[2025-07-02 12:06:28,445] INFO] Saved article to queue\2330bae6-51ff-4330-9f2e-327ae4b76331.json]
[2025-07-02 12:06:28,445] INFO] Saved article to queue\12a36258-5d3d-4656-b7b3-6fb02e254d15.json]
[2025-07-02 12:06:28,446] INFO] Saved article to queue\e909a4a8-83d5-4dae-9de1-9672cf1a658c.json]
[2025-07-02 12:06:28,446] INFO] Saved article to queue\52eb0a57-3754-4c30-a1c5-a809d5047239.json]
[2025-07-02 12:06:28,448] INFO] Saved article to queue\9f1ce2bf-647f-4123-a6ec-cd3bb19dc5a4.json]
[2025-07-02 12:06:28,448] INFO] Saved article to queue\dd252eea-cc2b-411d-a0c9-0c7c54e54b65.json]
[2025-07-02 12:06:28,449] INFO] Saved article to queue\08c6d5a3-f89d-4cd1-a53c-77a76e041992.json]
[2025-07-02 12:06:28,449] INFO] Saved article to queue\d4518b3c-0765-47fd-a078-c4d84929fbcf.json]
[2025-07-02 12:06:28,450] INFO] Saved article to queue\aff0451c-3d91-4f7b-a373-412aadd8f2d1.json]
[2025-07-02 12:06:28,450] INFO] Saved article to queue\32095fac-8301-48cf-930d-d2eef9510c42.json]
[2025-07-02 12:06:28,451] INFO] Saved article to queue\50bc3b29-6e8a-4449-b286-4e2a89413b12.json]
[2025-07-02 12:06:28,451] INFO] Saved article to queue\cbf1be2b-d255-460b-8ee6-ed8765f38c89.json]
[2025-07-02 12:06:28,452] INFO] Saved article to queue\1dc24c23-b02d-445a-8fdf-c886e5414b46.json]
[2025-07-02 12:06:28,453] INFO] Saved article to queue\fe5910de-e5b3-4aca-b554-acb52b72452f.json]
[2025-07-02 12:06:28,453] INFO] Saved article to queue\d4f928f5-6841-4104-a077-b04d475c15af.json]
[2025-07-02 12:06:28,454] INFO] Saved article to queue\1d8058f0-19f3-43b9-a63f-e13a809be59c.json]
[2025-07-02 12:06:28,454] INFO] Saved article to queue\c1e6b274-6890-4b1a-a4ac-c7a579cb92ff.json]
[2025-07-02 12:06:28,455] INFO] Saved article to queue\15ce048d-b858-43f2-9a06-10ab9e68b532.json]
[2025-07-02 12:06:28,455] INFO] Saved article to queue\e0c7be27-1920-4f1d-b9b4-844a53b34cc6.json]
[2025-07-02 12:06:28,456] INFO] Saved article to queue\c5086beb-bc4b-4f6e-916f-eded7c555adc.json]
[2025-07-02 12:06:28,456] INFO] Saved article to queue\38d2719f-555c-4fc4-9e3e-c8f939fda9a4.json]
[2025-07-02 12:06:28,457] INFO] Saved article to queue\0dff5d28-9e1d-4fc8-a303-56c4fa851f6b.json]
[2025-07-02 12:06:28,458] INFO] Saved article to queue\172c69bf-e8b8-4e81-99c3-c6332e179aaa.json]
